"year","gdp","gdp_c","gdp_i","gdp_g","gdp_nx","gdp_comp","gdp_wages","gdp_proprietors","gdp_rent","gdp_interest","gdp_div","gdp_corp","gdp_fy","rgdp","pce_deflator","cpiu","ccpiu","cpiu_irs","ccpiu_irs","gdp_deflator","awi","u3","lfpr","emp_hh","emp_est","tsy_10y","tsy_3m","ffr","avg_rate_debt","rev","rev_iit","rev_payroll","rev_corp","rev_excise","rev_estate","rev_customs","rev_misc","outlays","outlays_disc","outlays_mand","outlays_mand_oasdi","outlays_mand_health","outlays_mand_other","outlays_ni","unmarried_0","unmarried_1","unmarried_2","unmarried_3","unmarried_4","unmarried_5","unmarried_6","unmarried_7","unmarried_8","unmarried_9","unmarried_10","unmarried_11","unmarried_12","unmarried_13","unmarried_14","unmarried_15","unmarried_16","unmarried_17","unmarried_18","unmarried_19","unmarried_20","unmarried_21","unmarried_22","unmarried_23","unmarried_24","unmarried_25","unmarried_26","unmarried_27","unmarried_28","unmarried_29","unmarried_30","unmarried_31","unmarried_32","unmarried_33","unmarried_34","unmarried_35","unmarried_36","unmarried_37","unmarried_38","unmarried_39","unmarried_40","unmarried_41","unmarried_42","unmarried_43","unmarried_44","unmarried_45","unmarried_46","unmarried_47","unmarried_48","unmarried_49","unmarried_50","unmarried_51","unmarried_52","unmarried_53","unmarried_54","unmarried_55","unmarried_56","unmarried_57","unmarried_58","unmarried_59","unmarried_60","unmarried_61","unmarried_62","unmarried_63","unmarried_64","unmarried_65","unmarried_66","unmarried_67","unmarried_68","unmarried_69","unmarried_70","unmarried_71","unmarried_72","unmarried_73","unmarried_74","unmarried_75","unmarried_76","unmarried_77","unmarried_78","unmarried_79","unmarried_80","unmarried_81","unmarried_82","unmarried_83","unmarried_84","unmarried_85","unmarried_86","unmarried_87","unmarried_88","unmarried_89","unmarried_90","unmarried_91","unmarried_92","unmarried_93","unmarried_94","unmarried_95","unmarried_96","unmarried_97","unmarried_98","unmarried_99","unmarried_100","married_0","married_1","married_2","married_3","married_4","married_5","married_6","married_7","married_8","married_9","married_10","married_11","married_12","married_13","married_14","married_15","married_16","married_17","married_18","married_19","married_20","married_21","married_22","married_23","married_24","married_25","married_26","married_27","married_28","married_29","married_30","married_31","married_32","married_33","married_34","married_35","married_36","married_37","married_38","married_39","married_40","married_41","married_42","married_43","married_44","married_45","married_46","married_47","married_48","married_49","married_50","married_51","married_52","married_53","married_54","married_55","married_56","married_57","married_58","married_59","married_60","married_61","married_62","married_63","married_64","married_65","married_66","married_67","married_68","married_69","married_70","married_71","married_72","married_73","married_74","married_75","married_76","married_77","married_78","married_79","married_80","married_81","married_82","married_83","married_84","married_85","married_86","married_87","married_88","married_89","married_90","married_91","married_92","married_93","married_94","married_95","married_96","married_97","married_98","married_99","married_100"
2083,228833.886060466,157692.952811646,41259.2947819975,35673.4257533295,-5791.78728650786,121452.948244905,99750.5105245403,15477.3330424809,6917.49199531893,19673.2927929349,16252.6387640665,25834.996659482,226723.611448892,2.34444457753174,3.08080747807447,3.68050657320255,3.15282299075976,3.68032680094328,3.15266899290625,3.20582654230373,7.00128320326606,4.032,61.22,180.167214211508,174.99672764233,3.7841005,3.02750075,3.2167755,3.639,,,,2668.44681961419,503.589578964348,419.621860664237,540.820840489379,1096.95216648739,60332.6979239393,11585.917124647,36448.8705102597,13739.0430205516,18364.4626683074,4345.3648214007,12297.9102890327,3135860,3156105,3176624,3197159,3217628,3238067,3258448,3284987,3311062,3336490,3361227,3385230,3408512,3431248,3453565,3475529,3485634,3494743,3511535,3508156,3474858,3442754,3402467,3300080,3188556,3036732,2867123,2740330,2546632,2414913,2354755,2259275,2150656,2088647,2091508,2141015,2048907,2023584,1961973,2003388,2004924,2000973,1948889,2011247,1974568,1987603,2008804,2047467,1965657,2071513,2020962,1978976,2034932,2038924,2014579,1946564,1985283,2004900,1929283,1909776,1891650,1981662,1864105,1929902,1910788,1893541,2016775,1937202,1964962,1917784,1876416,1825154,1861725,1874254,2006573,1922765,1906636,1835666,1791712,1770021,1664687,1651141,1641645,1537198,1572871,1454472,1407773,1305466,1320937,1209135,1172770,1043708,1012501,840202,716644,610966,481555,396939,325686,224988,537237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11836,25149,31817,60104,119815,180228,251484,388163,537574,730639,945098,1120878,1367712,1556425,1676858,1835276,2008794,2136954,2200567,2217027,2373543,2460445,2580183,2592971,2642161,2693018,2786422,2758278,2820716,2825027,2812914,2777798,2858763,2748465,2792202,2825647,2759336,2745289,2757779,2810748,2749046,2695564,2728509,2676188,2738215,2556087,2557230,2591041,2604632,2598634,2595549,2665488,2604091,2546851,2560245,2539126,2519059,2460931,2396488,2405930,2344953,2178128,2165340,1992661,1967978,1821175,1761122,1642776,1493516,1373698,1294555,1205685,1046656,937750,845168,678195,531371,439841,339309,225432,178688,118985,59986,53648,82079
2084,236669.158319176,163092.359515917,42672.0130353331,36894.8838511235,-5990.09808319789,125611.49719281,103165.968004901,16007.2769258554,7154.34692123865,20346.906338165,16809.1291153482,26719.5869451027,234486.627904902,2.37623524600307,3.14094484004648,3.76427490280864,3.21598907329723,3.76409103893274,3.21583199013218,3.27122540376672,7.23724377338373,4.032,61.22,180.260901162898,175.087725940704,3.7841005,3.02750075,3.2167755,3.639,,,,2759.81443871778,520.832486148087,433.98971317338,559.338546067735,1134.51180866792,62398.489500855,11982.6189269949,37696.879836531,14209.4678535753,18993.2618700703,4494.15011288546,12718.9907373291,3124229,3144054,3164273,3184671,3205161,3225778,3246494,3273489,3300126,3326197,3351593,3376298,3400319,3423707,3446680,3469320,3487421,3488975,3505561,3499128,3460494,3443731,3374683,3318901,3174891,3039391,2887963,2721851,2609437,2406064,2317100,2256400,2168029,2115426,2037617,2091928,2111273,2043132,2012426,1970682,2003824,2008250,1991080,1958705,2019093,1988659,1975991,2013033,2037203,1928926,2042458,2015710,1983320,2037567,2042372,2025569,1952123,1978609,1997428,1926125,1889964,1873705,1962657,1867740,1914871,1896819,1882561,1989368,1928276,1949980,1920345,1874330,1821345,1843148,1865875,1996546,1899243,1873593,1816211,1787767,1752824,1638610,1644182,1614621,1511836,1524496,1405426,1354623,1241635,1251195,1135878,1078047,945179,892664,736345,613137,505589,398289,314954,250929,546634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411,25808,33189,64978,130368,175606,275497,365078,546186,721856,916674,1129883,1293265,1551403,1698413,1820020,1971649,2089013,2232477,2244173,2290093,2421174,2511546,2609208,2628425,2672394,2732579,2801396,2769574,2820287,2844687,2810938,2785296,2888579,2767376,2784856,2807074,2741223,2725261,2728522,2785266,2734746,2680692,2707930,2670072,2727998,2544807,2521075,2570609,2582429,2572005,2582718,2631678,2574031,2497333,2513198,2490216,2480603,2407296,2337865,2353228,2298847,2113180,2080204,1908043,1879696,1706608,1657021,1531929,1388148,1255803,1177522,1093142,931241,808081,711719,561498,437730,348839,257330,162361,118974,81898,40632,87776
2085,244772.710300025,168676.641905742,44133.1027616629,38158.164674186,-6195.19904156658,129912.434856692,106698.370749388,16555.3660877967,7399.31175982186,21043.5844111838,17384.6736962577,27634.465602103,242515.450044366,2.40845699593888,3.20225608332419,3.84994979959657,3.28042067375144,3.84976175097885,3.28026044346136,3.33795840200356,7.48115679864909,4.032,61.22,180.354636831503,175.178771558194,3.7841005,3.02750075,3.2167755,3.639,,,,2854.31048509948,538.665790473798,448.849520952437,578.490297885094,1173.3574929967,64535.0137813643,12392.9037990552,38987.6210021338,14696.0000328817,19643.5911565015,4648.02981275066,13154.4889801753,3113162,3132440,3152219,3172315,3192665,3213304,3234198,3261525,3288618,3315252,3341291,3366656,3391381,3415510,3439137,3462433,3476800,3488585,3495458,3504315,3456182,3431239,3369007,3278279,3194260,3019193,2883210,2718586,2577654,2491856,2274930,2213811,2174421,2108151,2077484,2029752,2077465,2115397,2029990,1986583,1950237,1994709,1987019,1974032,1972359,2010122,1989542,1956699,2016231,2046060,1933547,2035774,2030509,1993062,2017938,2041938,2001381,1949379,1964291,2000801,1923588,1894218,1850501,1938310,1857142,1898021,1875477,1870069,1983958,1911677,1959803,1898136,1856872,1804305,1839313,1850603,1971073,1874064,1824739,1797459,1767390,1710342,1593217,1600530,1557683,1456941,1468574,1344717,1310311,1183560,1163609,1037929,973613,831477,780095,630490,518026,396957,319916,252874,575752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8822,20560,38183,55192,130529,184291,277530,401932,522558,737006,915309,1125571,1315584,1453986,1726734,1846541,1947165,2076565,2171502,2284427,2302031,2327902,2474342,2575211,2665634,2671195,2723395,2774525,2806997,2792320,2827568,2866355,2805106,2769665,2873960,2761617,2755989,2782032,2744442,2707638,2732981,2767191,2726938,2653572,2684872,2637891,2721063,2536892,2497230,2551602,2567256,2545082,2546056,2603431,2517437,2470560,2478572,2451057,2423525,2355455,2289231,2297759,2263369,2042279,1998500,1835428,1803764,1621621,1575567,1434269,1274409,1149912,1045315,969735,813660,687294,592969,467988,348583,264806,177610,126766,78305,47408,79004
2086,253153.727900697,174452.130124595,45644.2202002223,39464.7002326301,-6407.32265674984,134360.636626185,110351.722963847,17122.2218226429,7652.66419447816,21764.1167414227,17979.9249236176,28580.669704319,250819.179053885,2.44111567280381,3.26476412207068,3.93757465703538,3.34614314648241,3.93738232843113,3.34597970601537,3.40605275340444,7.73329029648066,4.032,61.22,180.448421242656,175.269864519404,3.7841005,3.02750075,3.2167755,3.639,,,,2952.04207610928,557.10970713962,464.218128549848,598.29780568468,1213.53325355691,66744.6926532382,12817.2368251349,40322.5571452469,15199.1910740076,20316.1877177001,4807.17835353924,13604.8986828565,3102756,3121387,3140600,3160253,3180303,3200802,3221718,3249218,3276644,3303734,3330337,3356347,3381734,3406568,3430935,3454886,3467717,3485335,3496502,3492874,3455790,3429416,3372388,3284303,3144889,3056681,2854617,2722229,2578918,2447652,2366186,2150533,2133036,2119827,2055857,2059698,1995287,2057577,2084571,2008921,1976203,1953095,1970712,2008710,1979669,1981194,2000927,1998260,1950370,2015307,2035727,1940170,2033526,2034686,1982421,2020658,2048656,1985999,1949094,1959895,1999633,1932232,1875379,1849200,1918724,1856377,1878223,1863162,1868211,1973033,1911321,1957748,1887475,1851324,1795684,1821988,1839776,1964001,1853874,1805286,1770091,1727645,1673700,1569363,1562458,1513964,1403458,1421480,1293969,1250623,1113759,1075293,945879,874720,744427,667403,526058,421963,311270,252509,593971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11017,17602,31507,61529,126326,181969,270349,392272,568167,695266,938863,1115823,1306760,1488750,1623884,1896008,1972528,2046847,2173466,2233446,2362372,2363939,2398851,2533340,2621681,2696546,2725080,2726725,2788276,2812075,2809821,2821367,2870195,2799406,2770160,2855063,2749975,2736695,2776472,2723863,2681431,2727769,2745537,2707833,2629158,2648654,2626878,2690234,2522290,2463169,2535215,2541269,2505785,2512848,2557240,2470708,2429338,2428586,2399702,2374906,2293892,2217837,2232191,2193034,1967148,1922431,1750031,1699063,1523968,1463981,1319418,1151090,1027795,923267,838060,680451,565248,476927,359064,264408,189977,123872,92274,49082,81898
2087,261821.711544017,180425.371060061,47207.0782998779,40815.9715685954,-6626.70938451696,138961.144824266,114130.16595813,17708.4866978502,7914.6914164971,22509.320098649,18595.5575530022,29559.2718349949,259407.22774469,2.47421720132703,3.3284923177335,4.02719385622951,3.41318235381893,4.02699715022622,3.41301563885977,3.47553622957389,7.99392131714724,4.032,61.22,180.542254421702,175.361004848954,3.7841005,3.02750075,3.2167755,3.639,,,,3053.11999679526,576.185143512081,480.112957271395,618.783522551324,1255.0846321587,69030.0309296851,13256.0990140275,41703.2015019001,15719.6113763816,21011.8139851541,4971.77614036442,14070.7304137575,3093079,3110994,3129542,3148628,3168234,3188432,3209209,3236726,3264327,3291749,3318810,3345385,3371416,3396913,3421987,3446680,3464602,3473398,3499880,3497636,3443094,3425419,3387975,3261616,3167259,3002779,2893938,2710812,2573265,2448572,2319712,2238677,2086943,2062063,2060292,2027941,2050427,1980782,2027849,2061509,2003365,1971983,1950977,1971509,2017722,1966875,1969359,2002671,2002871,1949222,2014539,2036995,1946290,2025862,2043771,1993844,1997870,2040049,1955359,1949911,1963536,1979555,1907555,1853551,1843790,1891422,1846281,1859410,1846677,1858252,1952183,1910239,1947086,1870860,1828059,1783991,1819007,1817676,1928414,1841891,1780372,1729381,1694908,1632817,1532405,1506129,1457436,1348331,1363709,1230854,1163325,1038867,1002450,848953,786081,647701,556422,425991,336996,242528,615064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6582,22648,21918,51134,133920,181374,250618,411162,542164,745407,895295,1122205,1306316,1480278,1660934,1796290,2004840,2088625,2151032,2245595,2286258,2418968,2433871,2459927,2575077,2659765,2728651,2749412,2737216,2815099,2832336,2810721,2814399,2864855,2790475,2756766,2835209,2742692,2711582,2747395,2727359,2669677,2736684,2721394,2678851,2621659,2643811,2616882,2661550,2515008,2438097,2516066,2517700,2472607,2487879,2509769,2429669,2390648,2392548,2346487,2306713,2239387,2169878,2153023,2114730,1891799,1832146,1661646,1600243,1427890,1348808,1206465,1031944,912855,808390,695066,536351,455849,362224,264177,189288,136329,83920,63375,76995
2088,270786.486947284,186603.135765157,48823.4486608657,42213.5104351041,-6853.6079138428,143719.174423049,118037.982840536,18314.8252823846,8185.69045059796,23280.0392188268,19232.269443617,30571.3813026251,268289.331222668,2.50776758657702,3.39346448777565,4.11885278839729,3.48156467623557,4.11865160536537,3.4813946211806,3.54643716865719,8.2633362481973,4.032,61.22,180.636136394001,175.452192571476,3.7841005,3.02750075,3.2167755,3.639,,,,3157.65882548553,595.913722825935,496.552024928367,639.970670363481,1298.05872996381,71393.6191887175,13709.9878442678,43131.1191213252,16257.8508699089,21731.2584960058,5142.0097554105,14552.5122231245,3084161,3101328,3119144,3137563,3156601,3176356,3196831,3224205,3251823,3279422,3306816,3333851,3360447,3386589,3412327,3437729,3455683,3460803,3485724,3494454,3441534,3421114,3370147,3285521,3135854,3048366,2877808,2716296,2582843,2438952,2333009,2215880,2142496,2028143,2022982,1995809,2012519,2034850,1958195,2021526,2043072,2000956,1975170,1968638,1968946,2002364,1957690,1951625,2026428,2006692,1946557,2006689,2035984,1966229,2020253,2040047,1982206,1993865,2023317,1945037,1932725,1970019,1961128,1889099,1839944,1835133,1881328,1825239,1851569,1821347,1839767,1920036,1888181,1929634,1866160,1813102,1767726,1808765,1797180,1898884,1796649,1746628,1678716,1672983,1604156,1491798,1451572,1397870,1298095,1289707,1159954,1070111,936523,892671,754986,674085,536217,453906,336745,263100,618934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7293,27693,29186,48107,129848,180579,263858,383115,569773,696191,907667,1112478,1291712,1483815,1640104,1809689,1937745,2108803,2172405,2259787,2304623,2344001,2481844,2478305,2514645,2611452,2686675,2736234,2771601,2766733,2832843,2852852,2784750,2804237,2857972,2786354,2744207,2800495,2732458,2697846,2739966,2711215,2664936,2723915,2713432,2645051,2610572,2630785,2596744,2635708,2490182,2422248,2484226,2501008,2446354,2472245,2480394,2392000,2336331,2343279,2292730,2241630,2178377,2110507,2093731,2031053,1819384,1723551,1553832,1488022,1313884,1236270,1082129,923612,785308,682580,583937,436931,354466,275181,194210,132122,97274,56241,88016
2089,280058.21626036,192992.427133756,50495.1635430137,43658.9010324021,-7088.27544881278,148640.118955294,122079.603372996,18941.9249000534,8465.96849162643,24077.1477616794,19890.7823493665,31618.145398427,277475.557923732,2.541772915051,3.45970491457703,4.21259787786121,3.55131702273366,4.21239211590349,3.55114356066483,3.6187844868978,8.54183112914842,4.032,61.22,180.730067184926,175.543427711613,3.7841005,3.02750075,3.2167755,3.639,,,,3265.77706367016,616.317808695495,513.553966261915,661.883266116727,1342.50426087778,73838.1367097392,14179.4178280555,44607.9286400394,16814.5196836946,22475.3367869091,5318.07216943576,15050.7902416443,3076003,3092422,3109472,3127157,3145530,3164716,3184748,3211815,3239290,3266906,3294477,3321847,3348904,3375613,3401998,3428063,3446746,3460638,3470313,3489827,3452371,3419622,3353100,3296176,3167228,3009143,2855241,2740941,2587765,2452322,2314492,2254018,2139771,2065042,1989155,1991052,1982279,1996115,2012746,1924786,1996207,2043508,1990854,1979877,1960905,1947821,1988383,1966870,1943622,2024303,2011863,1951672,1998374,2046519,1959038,2019507,2021949,1967364,1988565,2020614,1944366,1908535,1953475,1950052,1867164,1811902,1821789,1873148,1822038,1826880,1797962,1820715,1893693,1868844,1923289,1838865,1777304,1772836,1785506,1787748,1867923,1759601,1728288,1626330,1628807,1555756,1453699,1415327,1335952,1241324,1202334,1058593,973160,841076,769229,634849,565075,430608,364110,266816,635428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7274,19647,37046,45845,112803,176439,275805,367870,534257,731616,926601,1084076,1282549,1465423,1652545,1764035,1931092,2060391,2192527,2248652,2316980,2363260,2406471,2553450,2539995,2548270,2651750,2707322,2763708,2807006,2789395,2826578,2858779,2780674,2789659,2841030,2781251,2719059,2792014,2715933,2697077,2734889,2695260,2644807,2699684,2710503,2632344,2590168,2619304,2590629,2614191,2461700,2386886,2467287,2480768,2418792,2447968,2444905,2339496,2299735,2309732,2213547,2184721,2101139,2039144,2012117,1924576,1741381,1629690,1448576,1356737,1181729,1119363,958902,807354,671343,564807,473435,362167,283061,195516,143977,88541,62782,92296
2090,289647.409585114,199600.487838816,52224.1179427265,45153.7818037515,-7330.97800018012,153729.556628323,126259.608992487,19590.4964086313,8755.84325277972,24901.5493010393,20571.8427370088,32700.7506968692,286976.321027041,2.5762393557791,3.52723835450958,4.30847660556133,3.62246684143016,4.30826616046145,3.62228990408872,3.69260769043052,8.82971197678254,4.032,61.22,180.824046819862,175.634710294023,3.7841005,3.02750075,3.2167755,3.639,,,,3377.59727033022,637.420530465228,531.138054066723,684.546149148563,1388.47160677023,76366.3545106807,14664.9210944881,46135.3041166743,17390.2488376643,23244.8923184928,5500.16296051724,15566.1292995182,3068577,3084275,3100561,3117480,3135116,3153637,3173102,3199720,3226888,3254363,3281953,3309499,3336894,3364063,3391017,3417732,3438552,3454636,3467980,3471584,3439205,3431324,3356250,3263853,3171849,3013769,2852487,2726624,2620880,2458018,2356219,2206522,2165706,2088265,1999592,1976156,1969692,1958061,1975884,2021684,1906898,1998665,2023688,1983675,1983209,1963029,1969938,1996968,1966541,1947446,2015850,2032519,1955589,2011471,2040962,1942771,2004279,2020139,1970365,1994224,2010293,1940112,1895316,1931683,1921328,1857205,1793472,1819236,1863664,1810207,1806214,1798784,1807905,1875581,1861095,1910315,1828600,1767427,1762560,1776580,1749713,1816459,1755577,1672783,1594561,1580910,1509525,1411848,1351633,1285462,1152137,1093968,949171,863102,743917,658012,532373,456678,348874,282887,649925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5803,16694,31169,56539,119083,158535,267029,395099,525050,722854,925564,1094768,1245686,1455497,1605813,1805477,1897669,2027825,2170620,2249895,2313740,2383507,2423941,2435825,2607812,2571705,2598401,2684405,2723861,2776000,2793710,2783874,2824984,2848914,2779881,2757342,2823861,2753713,2709125,2791207,2712507,2679190,2710883,2667008,2630507,2677088,2694691,2622939,2585489,2595449,2574558,2580128,2432838,2358282,2444757,2434458,2382286,2412132,2394146,2288721,2241047,2246229,2145034,2108382,2039488,1974087,1890210,1847553,1635459,1521654,1324462,1228533,1070363,985388,846680,694384,569580,467558,375355,278734,203675,141832,95413,61132,100585
2091,299564.936889309,206434.808542417,54012.2717410855,46699.847292712,-7581.99068690631,158993.256647277,130582.73800439,20261.2750056628,9055.6433257549,25754.1783491069,21276.222632324,33820.42440073,296802.390259006,2.61117316144346,3.5960900471896,4.40653753310391,3.69504213035872,4.40632229827355,3.6948616481184,3.7679368873153,9.12729512140444,4.032,61.22,180.918075324209,175.726040343376,3.7841005,3.02750075,3.2167755,3.639,,,,3493.24620086633,659.245809428358,549.324221037967,707.98500929541,1436.01287458604,78981.1384891264,15167.0479927634,47714.9769296293,17985.6909578659,24040.797431478,5688.48854028535,16099.1135667337,3061822,3076857,3092408,3108560,3125431,3143217,3162016,3188059,3214781,3241950,3269398,3296965,3324538,3352045,3379461,3406744,3428942,3442121,3464159,3465666,3411720,3415448,3384842,3264434,3116187,3021088,2848273,2689642,2574873,2464154,2335042,2259094,2101837,2081318,2057687,1981682,1976191,1953027,1928046,1965008,1999326,1894576,1987156,2020686,1989803,1969294,1951536,1967543,1969119,1972995,1951456,2015258,2012010,1965115,2004276,2037998,1939761,1993170,2002093,1965464,1975451,1992408,1932459,1877462,1900672,1915886,1847785,1784627,1796859,1863665,1816608,1797708,1788439,1806921,1850325,1863551,1884006,1821152,1752209,1739387,1759064,1716450,1780057,1696405,1642895,1534179,1522198,1449499,1353806,1286303,1220223,1067653,988142,844430,770635,629463,548401,437059,370867,274562,667283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076,19539,26032,54247,139019,167523,232233,388891,575616,710947,925637,1127956,1288067,1445614,1622766,1747908,1955498,2027305,2103210,2232936,2293634,2372768,2454036,2473186,2494741,2654390,2613624,2626985,2698263,2752307,2796434,2799297,2809938,2812633,2835808,2768963,2764751,2800046,2745581,2695194,2775757,2704125,2676446,2693438,2661398,2621825,2655980,2681562,2620828,2557115,2570701,2547164,2564167,2392586,2309917,2408226,2396618,2330772,2379810,2328311,2246177,2175555,2183351,2084441,2027642,1959311,1886669,1815875,1737162,1540485,1406974,1214309,1109727,955014,843823,711889,582986,470334,363348,297802,203266,142639,92095,63482,110560
2092,309822.040328399,213503.13638691,55861.6519255003,48298.8500640144,-7841.59804802598,164437.18575488,135053.89095366,20955.0210618567,9365.70855322875,26636.0014157803,22004.7204952547,34978.435732211,306964.904101475,2.64658066951263,3.66628572491075,4.50683032735735,3.76907144848718,4.50661019378226,3.76888735032673,3.84480279981653,9.43490755443302,4.032,61.22,181.012152723377,175.817417884354,3.7841005,3.02750075,3.2167755,3.639,,,,3612.85495078399,681.818385943185,568.133082366307,732.226416013685,1485.18195541187,81685.4526709941,15686.3677160356,49348.7377396998,18601.5210162632,24863.9543355318,5883.26238790472,16650.3472152587,3055656,3070109,3084984,3100400,3116505,3133525,3151589,3176962,3203109,3229831,3256976,3284403,3311997,3339684,3367438,3395185,3415813,3434728,3455289,3457576,3413287,3397440,3365565,3281918,3125427,2969090,2864411,2717279,2563535,2449636,2351655,2215820,2154732,2062637,2032580,2032746,1943663,1959193,1942084,1918912,1944688,2002594,1893234,1992201,2002262,1982476,1975891,1931434,1977096,1953351,1957357,1944866,2016705,2030925,1958026,2003316,2026232,1921863,1980039,1985852,1963354,1955685,1990279,1911743,1848393,1892581,1906851,1820102,1766542,1770910,1836141,1806598,1774144,1766935,1791733,1835558,1839821,1861512,1795305,1736921,1693916,1703008,1691568,1749664,1662384,1588468,1473247,1466332,1379032,1293422,1202509,1118913,972763,880865,751345,652633,526563,444377,349901,283611,688117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7217,16597,25235,53384,129246,177988,244629,365208,560755,757854,904920,1096189,1295622,1456519,1602423,1786982,1897636,2039982,2120891,2172609,2314791,2353070,2424313,2501636,2530168,2525838,2686261,2634288,2665534,2720264,2754803,2819885,2788122,2819976,2819349,2831065,2754599,2731732,2791997,2729843,2688713,2774392,2696711,2670591,2671448,2654874,2595511,2646019,2677753,2595406,2531992,2562496,2527348,2549861,2378333,2276201,2384113,2366790,2290021,2332207,2283611,2195820,2123823,2115578,2033389,1971725,1863740,1785627,1708800,1632638,1428874,1288003,1107707,987505,835842,719624,591478,480291,369788,287601,217897,148066,98927,68792,105230
2093,320430.346989243,220813.483776798,57774.3548874294,49952.6026902063,-8110.09436519039,170067.514995127,139678.136179914,21672.5209830147,9686.3904140913,27548.0181042566,22758.1621250123,36176.0973716819,317475.382417909,2.68246830339123,3.737851622261,4.60940578560801,3.84458392695568,4.60918064179274,3.84439614043099,3.92323677693279,9.7528872877072,4.032,61.22,181.106279042793,175.908842941654,3.7841005,3.02750075,3.2167755,3.639,,,,3736.55910429884,705.16384747788,587.58595910653,757.297848497994,1536.03458556517,84482.362570449,16223.4689466327,51038.4385199071,19238.4370958601,25715.2961319804,6084.70529206658,17220.4551039092,3049977,3063952,3078230,3092970,3108337,3124590,3141890,3166520,3191996,3218146,3244846,3271969,3299424,3327133,3355067,3383155,3394219,3418025,3446456,3448053,3410391,3376815,3336917,3271675,3159526,2981089,2802161,2732943,2585496,2446797,2331900,2247080,2117172,2086916,2018961,1997182,1993206,1927409,1942996,1948170,1924256,1950006,2004316,1901272,1990326,2009800,1977422,1970897,1923180,1968419,1957689,1968402,1969509,2016798,2023398,1957247,2006855,2038471,1915954,1972668,1970205,1959485,1940895,1978952,1890457,1826728,1892856,1893094,1801346,1759856,1772645,1818262,1793718,1760965,1752444,1783521,1832219,1826756,1833570,1776546,1706535,1668841,1672827,1641405,1690951,1606252,1548418,1437173,1415109,1308441,1213373,1098897,1010574,864894,772831,642150,543845,426414,361391,277850,711214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17246,22306,23726,53236,123185,190404,265731,368567,520453,740228,962074,1075938,1269523,1455571,1618563,1751993,1931000,2010742,2128517,2200768,2256016,2373524,2409917,2456751,2533020,2559291,2554727,2704023,2656389,2672778,2734521,2763264,2826645,2791207,2806861,2797120,2793655,2740554,2724275,2776240,2708232,2657399,2759957,2682205,2662368,2649289,2641476,2576458,2634713,2666120,2561255,2509847,2543669,2494231,2506300,2352628,2242787,2346498,2326505,2237684,2268164,2224268,2146223,2060088,2050041,1948445,1882947,1786119,1705223,1605280,1495456,1292935,1157247,995358,862039,717760,606431,491120,388857,287967,211633,160699,97675,64139,104013
2094,331401.882070155,228374.137461315,59752.548798775,51662.979806319,-8387.78399625451,175890.62670856,144460.715562714,22414.5881014731,10018.0524218698,28491.2622441464,23537.4015961727,37414.7669456883,328345.739511899,2.71884257358521,3.81081448592754,4.71431586128845,3.92160928054008,4.71408559319994,3.92141773175561,4.00327080718222,10.0815837249013,4.032,61.22,181.200454307896,176.000315539984,3.7841005,3.02750075,3.2167755,3.639,,,,3864.49888803003,729.308657615522,607.704902346337,783.227726830565,1588.62840977492,87375.0386648611,16778.9605233654,52785.9946548287,19897.1611820223,26595.7878715394,6293.04560126694,17810.083486667,3044677,3058280,3072067,3086209,3100900,3116417,3132950,3156809,3181545,3207025,3233153,3259831,3286985,3314557,3342514,3370784,3391565,3407245,3427655,3444321,3401784,3393496,3330258,3251890,3159897,3007211,2814582,2675930,2585124,2443629,2325329,2225544,2166651,2028545,2051654,1984548,1967763,1986380,1900763,1924802,1921032,1902224,1947029,1996342,1892360,1992018,1992425,1966690,1969676,1917399,1967026,1986761,1972227,1978440,2015880,2018919,1935673,2004715,2038973,1921138,1978095,1961935,1957595,1934894,1963065,1888000,1808000,1887037,1888675,1792804,1740246,1760965,1816594,1771932,1744202,1743027,1760053,1811247,1809588,1814029,1739494,1672916,1653836,1644523,1612464,1640254,1557154,1474321,1382365,1358663,1234743,1099941,974122,911240,768013,661787,537054,436088,334160,280912,715630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7870,21524,31540,46632,122129,164775,264191,380815,513206,707913,944034,1127864,1265322,1454618,1621370,1769939,1877821,2064951,2090908,2207464,2274114,2305390,2440899,2466728,2520719,2589598,2592996,2588632,2733302,2669623,2699506,2748883,2763159,2827007,2784000,2766791,2780721,2770971,2726687,2712423,2779955,2691515,2636785,2733140,2653172,2644886,2623300,2617395,2560094,2604188,2651213,2531485,2476698,2512750,2472536,2474349,2308135,2215297,2309102,2276573,2195836,2217863,2164410,2083298,2001879,1974159,1846632,1785012,1679918,1598013,1476609,1390420,1168622,1025608,862740,750631,624626,491391,390073,302790,210678,160232,121075,69181,107781
