Entity,Code,Day,projected_deaths_since_2020_all_ages,deaths_since_2020_all_ages
Iceland,ISL,7/4/2021,48.2,45
Iceland,ISL,7/11/2021,44,43
Iceland,ISL,7/18/2021,39.2,47
Iceland,ISL,7/25/2021,40.2,38
Iceland,ISL,8/1/2021,46,56
Iceland,ISL,8/8/2021,37,47
Iceland,ISL,8/15/2021,39.8,47
Iceland,ISL,8/22/2021,40,44
Iceland,ISL,8/29/2021,44.6,45
Iceland,ISL,9/5/2021,37,36
Iceland,ISL,9/12/2021,40.2,43
Iceland,ISL,9/19/2021,43.6,43
Iceland,ISL,9/26/2021,43,32
Iceland,ISL,10/3/2021,51,35
Iceland,ISL,10/10/2021,43.4,42
Iceland,ISL,10/17/2021,43.4,43
Iceland,ISL,10/24/2021,43.2,31
Iceland,ISL,10/31/2021,47,39
Iceland,ISL,11/7/2021,42.4,50
Iceland,ISL,11/14/2021,39.4,58
Iceland,ISL,11/21/2021,48,41
Iceland,ISL,11/28/2021,45.2,43
Iceland,ISL,12/5/2021,45,43
Iceland,ISL,12/12/2021,42.8,45
Iceland,ISL,12/19/2021,43.4,61
Iceland,ISL,12/26/2021,44.8,50
Iceland,ISL,1/2/2022,43,56
Iceland,ISL,1/9/2022,47.1,51
Iceland,ISL,1/16/2022,49.1,54
Iceland,ISL,1/23/2022,45.7,64
Iceland,ISL,1/30/2022,45.9,42
Iceland,ISL,2/6/2022,46.9,50
Iceland,ISL,2/13/2022,49.1,49
Iceland,ISL,2/20/2022,48.5,55
Iceland,ISL,2/27/2022,47.5,70
Iceland,ISL,3/6/2022,44.9,78
Iceland,ISL,3/13/2022,45.7,72
Iceland,ISL,3/20/2022,46.5,67
Iceland,ISL,3/27/2022,42.9,58
Iceland,ISL,4/3/2022,48.5,67
Iceland,ISL,4/10/2022,44.7,56
Iceland,ISL,4/17/2022,45.7,49
Iceland,ISL,4/24/2022,49.9,47
Iceland,ISL,5/1/2022,45.7,49
Iceland,ISL,5/8/2022,41.5,51
Iceland,ISL,5/15/2022,42.9,46
Iceland,ISL,5/22/2022,43.7,46
Iceland,ISL,5/29/2022,44.9,46
Iceland,ISL,6/5/2022,43.9,42
Iceland,ISL,6/12/2022,46.3,44
Iceland,ISL,6/19/2022,40.9,57
Iceland,ISL,6/26/2022,38.7,47
Iceland,ISL,7/3/2022,48.5,50
Iceland,ISL,7/10/2022,44.3,65
Iceland,ISL,7/17/2022,39.5,55
Iceland,ISL,7/24/2022,40.5,51
Iceland,ISL,7/31/2022,46.3,56
Iceland,ISL,8/7/2022,37.3,42
Iceland,ISL,8/14/2022,40.1,51
Iceland,ISL,8/21/2022,40.3,40
Iceland,ISL,8/28/2022,44.9,43
Iceland,ISL,9/4/2022,37.3,35
Iceland,ISL,9/11/2022,40.5,50
Iceland,ISL,9/18/2022,43.9,42
Iceland,ISL,9/25/2022,43.3,54
Iceland,ISL,10/2/2022,51.3,48
Iceland,ISL,10/9/2022,43.7,50
Iceland,ISL,10/16/2022,43.7,48
Iceland,ISL,10/23/2022,43.5,37
Iceland,ISL,10/30/2022,47.3,42
Iceland,ISL,11/6/2022,42.7,39
Iceland,ISL,11/13/2022,39.7,57
Iceland,ISL,11/20/2022,48.3,52
Iceland,ISL,11/27/2022,45.5,52
Iceland,ISL,12/4/2022,45.3,36
Iceland,ISL,12/11/2022,43.1,53
Iceland,ISL,12/18/2022,43.7,49
Iceland,ISL,12/25/2022,45.1,74
Iceland,ISL,1/1/2023,43.3,62
Iceland,ISL,1/8/2023,47.4,67
Iceland,ISL,1/15/2023,49.4,55
Iceland,ISL,1/22/2023,46,56
Iceland,ISL,1/29/2023,46.2,62
Iceland,ISL,2/5/2023,47.2,45
Iceland,ISL,2/12/2023,49.4,60
Iceland,ISL,2/19/2023,48.8,50
Iceland,ISL,2/26/2023,47.8,48
Iceland,ISL,3/5/2023,45.2,50
Iceland,ISL,3/12/2023,46,43
Iceland,ISL,3/19/2023,46.8,55
Iceland,ISL,3/26/2023,43.2,39
Iceland,ISL,4/2/2023,48.8,48
Iceland,ISL,4/9/2023,45,41
Iceland,ISL,4/16/2023,46,44
Iceland,ISL,4/23/2023,50.2,34
Iceland,ISL,4/30/2023,46,56
Iceland,ISL,5/7/2023,41.8,35
Iceland,ISL,5/14/2023,43.2,42
Iceland,ISL,5/21/2023,44,50
Iceland,ISL,5/28/2023,45.2,51
Iceland,ISL,6/4/2023,44.2,41
Iceland,ISL,6/11/2023,46.6,36
Iceland,ISL,6/18/2023,41.2,49
Iceland,ISL,6/25/2023,39,53
Iceland,ISL,7/2/2023,48.8,54
Iceland,ISL,7/9/2023,44.6,53
Iceland,ISL,7/16/2023,39.8,39
Iceland,ISL,7/23/2023,40.8,48
Iceland,ISL,7/30/2023,46.6,51
Iceland,ISL,8/6/2023,37.6,50
Iceland,ISL,8/13/2023,40.4,44
Iceland,ISL,8/20/2023,40.6,44
Iceland,ISL,8/27/2023,45.2,39
Iceland,ISL,9/3/2023,37.6,47
Iceland,ISL,9/10/2023,40.8,64
Iceland,ISL,9/17/2023,44.2,52
Iceland,ISL,9/24/2023,43.6,42
Iceland,ISL,10/1/2023,51.6,45
Iceland,ISL,10/8/2023,44,51
Iceland,ISL,10/15/2023,44,38
Iceland,ISL,10/22/2023,43.8,61
Iceland,ISL,10/29/2023,47.6,63
Iceland,ISL,11/5/2023,43,58
Iceland,ISL,11/12/2023,40,46
Iceland,ISL,11/19/2023,48.6,53
Iceland,ISL,11/26/2023,45.8,44
Iceland,ISL,12/3/2023,45.6,50
Iceland,ISL,12/10/2023,43.4,55
Iceland,ISL,12/17/2023,44,50
Iceland,ISL,12/24/2023,45.4,51
Iceland,ISL,12/31/2023,43.6,61
Iceland,ISL,1/7/2024,,66
Iceland,ISL,1/14/2024,,59
Iceland,ISL,1/21/2024,,61
Iceland,ISL,1/28/2024,,51
Iceland,ISL,2/4/2024,,47
Iceland,ISL,2/11/2024,,48
Iceland,ISL,2/18/2024,,41
Iceland,ISL,2/25/2024,,52
Iceland,ISL,3/3/2024,,47
Iran,IRN,1/5/2020,8400.2,7868.7
Iran,IRN,1/12/2020,8106.2,7527.1
Iran,IRN,1/19/2020,8205.6,7717.3
Iran,IRN,1/26/2020,8169.8,7509.4
Iran,IRN,2/2/2020,8005.4,7443.1
Iran,IRN,2/9/2020,7774.2,8022.6
Iran,IRN,2/16/2020,7649.6,7343.6
Iran,IRN,2/23/2020,7929.8,8151
Iran,IRN,3/1/2020,7696.8,7895.3
Iran,IRN,3/8/2020,7692.4,8737
Iran,IRN,3/15/2020,7134.6,9865.7
Iran,IRN,3/22/2020,6262.8,10799.7
Iran,IRN,3/29/2020,7701.6,8696.7
Iran,IRN,4/5/2020,7104.4,8087.9
Iran,IRN,4/12/2020,7834.2,10126.3
Iran,IRN,4/19/2020,7311.2,9272.4
Iran,IRN,4/26/2020,7431.8,8380.7
Iran,IRN,5/3/2020,7095,8146.1
Iran,IRN,5/10/2020,7171.4,7577.6
Iran,IRN,5/17/2020,6990.4,7311.3
Iran,IRN,5/24/2020,7073.2,7493.6
Iran,IRN,5/31/2020,6821.2,6933.6
Iran,IRN,6/7/2020,6327.2,7831.1
Iran,IRN,6/14/2020,7491.4,9429.4
Iran,IRN,6/21/2020,7030.4,8421
Iran,IRN,6/28/2020,7005,9823.3
Iran,IRN,7/5/2020,7122.4,9477.4
Iran,IRN,7/12/2020,7249.2,9826.1
Iran,IRN,7/19/2020,7213.4,10213.9
Iran,IRN,7/26/2020,7342.4,10512.1
Iran,IRN,8/2/2020,7270.6,11327.3
Iran,IRN,8/9/2020,7099.4,10651.7
Iran,IRN,8/16/2020,6859.6,9549.9
Iran,IRN,8/23/2020,7013.4,9726.1
Iran,IRN,8/30/2020,7224.6,9369.7
Iran,IRN,9/6/2020,7108.6,8351.4
Iran,IRN,9/13/2020,6669.2,9179.1
Iran,IRN,9/20/2020,6921.8,9046
Iran,IRN,9/27/2020,7514.2,9571.6
Iran,IRN,10/4/2020,7216.8,10081.1
Iran,IRN,10/11/2020,7154.6,10211.3
Iran,IRN,10/18/2020,7336,11648
Iran,IRN,10/25/2020,7452.4,11606.9
Iran,IRN,11/1/2020,7264.4,13075.6
Iran,IRN,11/8/2020,7513.6,14019.1
Iran,IRN,11/15/2020,7968,15608.4
Iran,IRN,11/22/2020,7744.6,14411.7
Iran,IRN,11/29/2020,8121.6,13887
Iran,IRN,12/6/2020,8232.8,12210.7
Iran,IRN,12/13/2020,8213.8,11198.1
Iran,IRN,12/20/2020,8280.8,10653.7
Iran,IRN,12/27/2020,8585.6,9764.3
Iran,IRN,1/3/2021,8585.6,9316
Iran,IRN,1/10/2021,8529.1,8929
Iran,IRN,1/17/2021,8235.1,8628.3
Iran,IRN,1/24/2021,8334.5,8651.4
Iran,IRN,1/31/2021,8298.7,8933.9
Iran,IRN,2/7/2021,8134.3,8426.1
Iran,IRN,2/14/2021,7903.1,7880.7
Iran,IRN,2/21/2021,7778.5,8528.4
Iran,IRN,2/28/2021,8058.7,8304.3
Iran,IRN,3/7/2021,7825.7,8672.1
Iran,IRN,3/14/2021,7821.3,8497.3
Iran,IRN,3/21/2021,7263.5,8648.3
Iran,IRN,3/28/2021,6391.7,5860.7
Iran,IRN,4/4/2021,7830.5,9754.9
Iran,IRN,4/11/2021,7233.3,10664.1
Iran,IRN,4/18/2021,7963.1,10997.9
Iran,IRN,4/25/2021,7440.1,12153.1
Iran,IRN,5/2/2021,7560.7,12372.7
Iran,IRN,5/9/2021,7223.9,10916.4
Iran,IRN,5/16/2021,7300.3,10800.3
Iran,IRN,5/23/2021,7119.3,11003.9
Iran,IRN,5/30/2021,7202.1,10225
Iran,IRN,6/6/2021,6950.1,9352
Iran,IRN,6/13/2021,6456.1,9142.4
Iran,IRN,6/20/2021,7620.3,9257.1
Iran,IRN,6/27/2021,7159.3,8625.9
Iran,IRN,7/4/2021,7133.9,8929.7
Iran,IRN,7/11/2021,7251.3,8708
Iran,IRN,7/18/2021,7378.1,9588.6
Iran,IRN,7/25/2021,7342.3,9209.3
Iran,IRN,8/1/2021,7471.3,11563.9
Iran,IRN,8/8/2021,7399.5,13007.6
Iran,IRN,8/15/2021,7228.3,12663.3
Iran,IRN,8/22/2021,6988.5,14426.4
Iran,IRN,8/29/2021,7142.3,18497.7
Iran,IRN,9/5/2021,7353.5,16214.1
Iran,IRN,9/12/2021,7237.5,15295
Iran,IRN,9/19/2021,6798.1,13196.3
Iran,IRN,9/26/2021,7050.7,11972.4
Iran,IRN,10/3/2021,7643.1,10955.1
Iran,IRN,10/10/2021,7345.7,9807.7
Iran,IRN,10/17/2021,7283.5,11203.6
Iran,IRN,10/24/2021,7464.9,10237
Iran,IRN,10/31/2021,7581.3,9756.4
Iran,IRN,11/7/2021,7393.3,9705.6
Iran,IRN,11/14/2021,7642.5,9219.1
Iran,IRN,11/21/2021,8096.9,8931.6
Iran,IRN,11/28/2021,7873.5,9013.4
Iran,IRN,12/5/2021,8250.5,9067.7
Iran,IRN,12/12/2021,8361.7,8492.4
Iran,IRN,12/19/2021,8342.7,8262.6
Iran,IRN,12/26/2021,8409.7,8391.7
Iran,IRN,1/2/2022,8714.5,8194.4
Iran,IRN,1/9/2022,8658,8076.9
Iran,IRN,1/16/2022,8364,8504
Iran,IRN,1/23/2022,8463.4,7958
Iran,IRN,1/30/2022,8427.6,8549
Iran,IRN,2/6/2022,8263.2,8609.9
Iran,IRN,2/13/2022,8032,9085
Iran,IRN,2/20/2022,7907.4,9876.7
Iran,IRN,2/27/2022,8187.6,11144.3
Iran,IRN,3/6/2022,7954.6,10155.6
Iran,IRN,3/13/2022,7950.2,10159.3
Iran,IRN,3/20/2022,7392.4,
Iran,IRN,3/27/2022,6520.6,5391.6
Iran,IRN,4/3/2022,7959.4,11806.3
Iran,IRN,4/10/2022,7362.2,7825.9
Iran,IRN,4/17/2022,8092,7892.4
Iran,IRN,4/24/2022,7569,7499.6
Iran,IRN,5/1/2022,7689.6,7016
Iran,IRN,5/8/2022,7352.8,6255
Iran,IRN,5/15/2022,7429.2,7980.9
Iran,IRN,5/22/2022,7248.2,7279.7
Iran,IRN,5/29/2022,7331,7633.9
Iran,IRN,6/5/2022,7079,7712.1
Iran,IRN,6/12/2022,6585,7111.3
Iran,IRN,6/19/2022,7749.2,7706.3
Iran,IRN,6/26/2022,7288.2,7362.3
Iran,IRN,7/3/2022,7262.8,7355
Iran,IRN,7/10/2022,7380.2,7204.3
Iran,IRN,7/17/2022,7507,7184.9
Iran,IRN,7/24/2022,7471.2,7660
Iran,IRN,7/31/2022,7600.2,8788
Iran,IRN,8/7/2022,7528.4,8142.9
Iran,IRN,8/14/2022,7357.2,7850.4
Iran,IRN,8/21/2022,7117.4,9391.7
Iran,IRN,8/28/2022,7271.2,8572.9
Iran,IRN,9/4/2022,7482.4,8411.4
Iran,IRN,9/11/2022,7366.4,7878.3
Iran,IRN,9/18/2022,6927,7330.7
Iran,IRN,9/25/2022,7179.6,7225.6
Iran,IRN,10/2/2022,7772,7154.1
Iran,IRN,10/9/2022,7474.6,7614.1
Iran,IRN,10/16/2022,7412.4,
Iran,IRN,10/23/2022,7593.8,
Iran,IRN,10/30/2022,7710.2,
Iran,IRN,11/6/2022,7522.2,
Iran,IRN,11/13/2022,7771.4,
Iran,IRN,11/20/2022,8225.8,
Iran,IRN,11/27/2022,8002.4,
Iran,IRN,12/4/2022,8379.4,
Iran,IRN,12/11/2022,8490.6,
Iran,IRN,12/18/2022,8471.6,
Iran,IRN,12/25/2022,8538.6,
Iran,IRN,1/1/2023,8843.4,
Iran,IRN,1/8/2023,8786.9,
Iran,IRN,1/15/2023,8492.9,
Iran,IRN,1/22/2023,8592.3,
Iran,IRN,1/29/2023,8556.5,
Iran,IRN,2/5/2023,8392.1,
Iran,IRN,2/12/2023,8160.9,
Iran,IRN,2/19/2023,8036.3,
Iran,IRN,2/26/2023,8316.5,
Iran,IRN,3/5/2023,8083.5,
Iran,IRN,3/12/2023,8079.1,
Iran,IRN,3/19/2023,7521.3,
Iran,IRN,3/26/2023,6649.5,
Iran,IRN,4/2/2023,8088.3,
Iran,IRN,4/9/2023,7491.1,
Iran,IRN,4/16/2023,8220.9,
Iran,IRN,4/23/2023,7697.9,
Iran,IRN,4/30/2023,7818.5,
Iran,IRN,5/7/2023,7481.7,
Iran,IRN,5/14/2023,7558.1,
Iran,IRN,5/21/2023,7377.1,
Iran,IRN,5/28/2023,7459.9,
Iran,IRN,6/4/2023,7207.9,
Iran,IRN,6/11/2023,6713.9,
Iran,IRN,6/18/2023,7878.1,
Iran,IRN,6/25/2023,7417.1,
Iran,IRN,7/2/2023,7391.7,
Iran,IRN,7/9/2023,7509.1,
Iran,IRN,7/16/2023,7635.9,
Iran,IRN,7/23/2023,7600.1,
Iran,IRN,7/30/2023,7729.1,
Iran,IRN,8/6/2023,7657.3,
Iran,IRN,8/13/2023,7486.1,
Iran,IRN,8/20/2023,7246.3,
Iran,IRN,8/27/2023,7400.1,
Iran,IRN,9/3/2023,7611.3,
Iran,IRN,9/10/2023,7495.3,
Iran,IRN,9/17/2023,7055.9,
Iran,IRN,9/24/2023,7308.5,
Iran,IRN,10/1/2023,7900.9,
Iran,IRN,10/8/2023,7603.5,
Iran,IRN,10/15/2023,7541.3,
Iran,IRN,10/22/2023,7722.7,
Iran,IRN,10/29/2023,7839.1,
Iran,IRN,11/5/2023,7651.1,
Iran,IRN,11/12/2023,7900.3,
Iran,IRN,11/19/2023,8354.7,
Iran,IRN,11/26/2023,8131.3,
Iran,IRN,12/3/2023,8508.3,
Iran,IRN,12/10/2023,8619.5,
Iran,IRN,12/17/2023,8600.5,
Iran,IRN,12/24/2023,8667.5,
Iran,IRN,12/31/2023,8972.3,
Ireland,IRL,1/5/2020,733.5,723
Ireland,IRL,1/12/2020,752.1,761
Ireland,IRL,1/19/2020,742.1,673
Ireland,IRL,1/26/2020,718.5,659
Ireland,IRL,2/2/2020,708.5,656
Ireland,IRL,2/9/2020,691.5,670
Ireland,IRL,2/16/2020,691.3,695
Ireland,IRL,2/23/2020,659.1,669
Ireland,IRL,3/1/2020,673.7,663
Ireland,IRL,3/8/2020,683.1,652
Ireland,IRL,3/15/2020,633.3,636
Ireland,IRL,3/22/2020,626.7,666
Ireland,IRL,3/29/2020,625.9,718
Ireland,IRL,4/5/2020,615.3,880
Ireland,IRL,4/12/2020,609.5,947
Ireland,IRL,4/19/2020,589.5,893
Ireland,IRL,4/26/2020,591.5,785
Ireland,IRL,5/3/2020,585.9,699
Ireland,IRL,5/10/2020,569.5,664
Ireland,IRL,5/17/2020,568.1,625
Ireland,IRL,5/24/2020,573.5,569
Ireland,IRL,5/31/2020,574.7,588
Ireland,IRL,6/7/2020,536.7,529
Ireland,IRL,6/14/2020,553.5,545
Ireland,IRL,6/21/2020,548.1,521
Ireland,IRL,6/28/2020,541.3,524
Ireland,IRL,7/5/2020,549.7,485
Ireland,IRL,7/12/2020,522.9,518
Ireland,IRL,7/19/2020,536.3,579
Ireland,IRL,7/26/2020,516.9,522
Ireland,IRL,8/2/2020,505.9,477
Ireland,IRL,8/9/2020,520.7,539
Ireland,IRL,8/16/2020,526.9,539
Ireland,IRL,8/23/2020,538.5,549
Ireland,IRL,8/30/2020,538.9,555
Ireland,IRL,9/6/2020,548.3,546
Ireland,IRL,9/13/2020,567.5,616
Ireland,IRL,9/20/2020,551.3,515
Ireland,IRL,9/27/2020,566.9,552
Ireland,IRL,10/4/2020,564.1,621
Ireland,IRL,10/11/2020,576.5,624
Ireland,IRL,10/18/2020,587.9,611
Ireland,IRL,10/25/2020,603.5,632
Ireland,IRL,11/1/2020,571.9,657
Ireland,IRL,11/8/2020,592.5,596
Ireland,IRL,11/15/2020,621.3,646
Ireland,IRL,11/22/2020,603.1,589
Ireland,IRL,11/29/2020,601.5,580
Ireland,IRL,12/6/2020,631.3,625
Ireland,IRL,12/13/2020,666.5,613
Ireland,IRL,12/20/2020,669.7,626
Ireland,IRL,12/27/2020,693.1,651
Ireland,IRL,1/3/2021,693.1,700
Ireland,IRL,1/10/2021,738.6,804
Ireland,IRL,1/17/2021,757.2,947
Ireland,IRL,1/24/2021,747.2,1028
Ireland,IRL,1/31/2021,723.6,999
Ireland,IRL,2/7/2021,713.6,915
Ireland,IRL,2/14/2021,696.6,876
Ireland,IRL,2/21/2021,696.4,779
Ireland,IRL,2/28/2021,664.2,691
Ireland,IRL,3/7/2021,678.8,650
Ireland,IRL,3/14/2021,688.2,577
Ireland,IRL,3/21/2021,638.4,578
Ireland,IRL,3/28/2021,631.8,602
Ireland,IRL,4/4/2021,631,632
Ireland,IRL,4/11/2021,620.4,577
Ireland,IRL,4/18/2021,614.6,614
Ireland,IRL,4/25/2021,594.6,600
Ireland,IRL,5/2/2021,596.6,604
Ireland,IRL,5/9/2021,591,638
Ireland,IRL,5/16/2021,574.6,608
Ireland,IRL,5/23/2021,573.2,580
Ireland,IRL,5/30/2021,578.6,608
Ireland,IRL,6/6/2021,579.8,585
Ireland,IRL,6/13/2021,541.8,573
Ireland,IRL,6/20/2021,558.6,522
Ireland,IRL,6/27/2021,553.2,532
Ireland,IRL,7/4/2021,546.4,593
Ireland,IRL,7/11/2021,554.8,540
Ireland,IRL,7/18/2021,528,606
Ireland,IRL,7/25/2021,541.4,668
Ireland,IRL,8/1/2021,522,563
Ireland,IRL,8/8/2021,511,570
Ireland,IRL,8/15/2021,525.8,620
Ireland,IRL,8/22/2021,532,595
Ireland,IRL,8/29/2021,543.6,586
Ireland,IRL,9/5/2021,544,617
Ireland,IRL,9/12/2021,553.4,649
Ireland,IRL,9/19/2021,572.6,586
Ireland,IRL,9/26/2021,556.4,620
Ireland,IRL,10/3/2021,572,702
Ireland,IRL,10/10/2021,569.2,630
Ireland,IRL,10/17/2021,581.6,668
Ireland,IRL,10/24/2021,593,692
Ireland,IRL,10/31/2021,608.6,672
Ireland,IRL,11/7/2021,577,746
Ireland,IRL,11/14/2021,597.6,717
Ireland,IRL,11/21/2021,626.4,676
Ireland,IRL,11/28/2021,608.2,733
Ireland,IRL,12/5/2021,606.6,701
Ireland,IRL,12/12/2021,636.4,726
Ireland,IRL,12/19/2021,671.6,695
Ireland,IRL,12/26/2021,674.8,762
Ireland,IRL,1/2/2022,698.2,687
Ireland,IRL,1/9/2022,743.6,744
Ireland,IRL,1/16/2022,762.2,662
Ireland,IRL,1/23/2022,752.2,737
Ireland,IRL,1/30/2022,728.6,694
Ireland,IRL,2/6/2022,718.6,703
Ireland,IRL,2/13/2022,701.6,689
Ireland,IRL,2/20/2022,701.4,687
Ireland,IRL,2/27/2022,669.2,697
Ireland,IRL,3/6/2022,683.8,678
Ireland,IRL,3/13/2022,693.2,698
Ireland,IRL,3/20/2022,643.4,652
Ireland,IRL,3/27/2022,636.8,682
Ireland,IRL,4/3/2022,636,668
Ireland,IRL,4/10/2022,625.4,725
Ireland,IRL,4/17/2022,619.6,765
Ireland,IRL,4/24/2022,599.6,683
Ireland,IRL,5/1/2022,601.6,659
Ireland,IRL,5/8/2022,596,600
Ireland,IRL,5/15/2022,579.6,647
Ireland,IRL,5/22/2022,578.2,673
Ireland,IRL,5/29/2022,583.6,654
Ireland,IRL,6/5/2022,584.8,594
Ireland,IRL,6/12/2022,546.8,607
Ireland,IRL,6/19/2022,563.6,633
Ireland,IRL,6/26/2022,558.2,585
Ireland,IRL,7/3/2022,551.4,635
Ireland,IRL,7/10/2022,559.8,623
Ireland,IRL,7/17/2022,533,626
Ireland,IRL,7/24/2022,546.4,607
Ireland,IRL,7/31/2022,527,621
Ireland,IRL,8/7/2022,516,609
Ireland,IRL,8/14/2022,530.8,631
Ireland,IRL,8/21/2022,537,598
Ireland,IRL,8/28/2022,548.6,612
Ireland,IRL,9/4/2022,549,597
Ireland,IRL,9/11/2022,558.4,618
Ireland,IRL,9/18/2022,577.6,584
Ireland,IRL,9/25/2022,561.4,628
Ireland,IRL,10/2/2022,577,668
Ireland,IRL,10/9/2022,574.2,644
Ireland,IRL,10/16/2022,586.6,699
Ireland,IRL,10/23/2022,598,670
Ireland,IRL,10/30/2022,613.6,686
Ireland,IRL,11/6/2022,582,682
Ireland,IRL,11/13/2022,602.6,693
Ireland,IRL,11/20/2022,631.4,717
Ireland,IRL,11/27/2022,613.2,715
Ireland,IRL,12/4/2022,611.6,718
Ireland,IRL,12/11/2022,641.4,760
Ireland,IRL,12/18/2022,676.6,811
Ireland,IRL,12/25/2022,679.8,920
Ireland,IRL,1/1/2023,703.2,988
Ireland,IRL,1/8/2023,748.6,950
Ireland,IRL,1/15/2023,767.2,917
Ireland,IRL,1/22/2023,757.2,812
Ireland,IRL,1/29/2023,733.6,758
Ireland,IRL,2/5/2023,723.6,690
Ireland,IRL,2/12/2023,706.6,711
Ireland,IRL,2/19/2023,706.4,674
Ireland,IRL,2/26/2023,674.2,662
Ireland,IRL,3/5/2023,688.8,632
Ireland,IRL,3/12/2023,698.2,752
Ireland,IRL,3/19/2023,648.4,724
Ireland,IRL,3/26/2023,641.8,675
Ireland,IRL,4/2/2023,641,633
Ireland,IRL,4/9/2023,630.4,672
Ireland,IRL,4/16/2023,624.6,668
Ireland,IRL,4/23/2023,604.6,648
Ireland,IRL,4/30/2023,606.6,680
Ireland,IRL,5/7/2023,601,646
Ireland,IRL,5/14/2023,584.6,670
Ireland,IRL,5/21/2023,583.2,630
Ireland,IRL,5/28/2023,588.6,620
Ireland,IRL,6/4/2023,589.8,629
Ireland,IRL,6/11/2023,551.8,597
Ireland,IRL,6/18/2023,568.6,664
Ireland,IRL,6/25/2023,563.2,616
Ireland,IRL,7/2/2023,556.4,586
Ireland,IRL,7/9/2023,564.8,632
Ireland,IRL,7/16/2023,538,602
Ireland,IRL,7/23/2023,551.4,608
Ireland,IRL,7/30/2023,532,587
Ireland,IRL,8/6/2023,521,619
Ireland,IRL,8/13/2023,535.8,602
Ireland,IRL,8/20/2023,542,648
Ireland,IRL,8/27/2023,553.6,665
Ireland,IRL,9/3/2023,554,633
Ireland,IRL,9/10/2023,563.4,630
Ireland,IRL,9/17/2023,582.6,622
Ireland,IRL,9/24/2023,566.4,627
Ireland,IRL,10/1/2023,582,622
Ireland,IRL,10/8/2023,579.2,699
Ireland,IRL,10/15/2023,591.6,652
Ireland,IRL,10/22/2023,603,723
Ireland,IRL,10/29/2023,618.6,696
Ireland,IRL,11/5/2023,587,652
Ireland,IRL,11/12/2023,607.6,668
Ireland,IRL,11/19/2023,636.4,677
Ireland,IRL,11/26/2023,618.2,715
Ireland,IRL,12/3/2023,616.6,639
Ireland,IRL,12/10/2023,646.4,744
Ireland,IRL,12/17/2023,681.6,764
Ireland,IRL,12/24/2023,684.8,731
Ireland,IRL,12/31/2023,708.2,726
Ireland,IRL,1/7/2024,,749
Ireland,IRL,1/14/2024,,772
Ireland,IRL,1/21/2024,,769
Ireland,IRL,1/28/2024,,842
Ireland,IRL,2/4/2024,,770
Ireland,IRL,2/11/2024,,706
Ireland,IRL,2/18/2024,,709
Ireland,IRL,2/25/2024,,696
Ireland,IRL,3/3/2024,,702
Ireland,IRL,3/10/2024,,730
Ireland,IRL,3/17/2024,,692
Ireland,IRL,3/24/2024,,695
Ireland,IRL,3/31/2024,,687
Israel,ISR,1/5/2020,1035.7,1092
Israel,ISR,1/12/2020,1078.5,1010
Israel,ISR,1/19/2020,1057.7,1099
Israel,ISR,1/26/2020,1073.5,1001
Israel,ISR,2/2/2020,1080.3,991
Israel,ISR,2/9/2020,1076.3,944
Israel,ISR,2/16/2020,1011.9,965
Israel,ISR,2/23/2020,1008.7,989
Israel,ISR,3/1/2020,985.3,905
Israel,ISR,3/8/2020,964.3,930
Israel,ISR,3/15/2020,946.3,965
Israel,ISR,3/22/2020,887.3,893
Israel,ISR,3/29/2020,913.3,983
Israel,ISR,4/5/2020,893.1,1029
Israel,ISR,4/12/2020,860.1,878
Israel,ISR,4/19/2020,848.9,928
Israel,ISR,4/26/2020,876.5,901
Israel,ISR,5/3/2020,840.1,831
Israel,ISR,5/10/2020,841.5,857
Israel,ISR,5/17/2020,825.5,847
Israel,ISR,5/24/2020,823.1,961
Israel,ISR,5/31/2020,812.3,837
Israel,ISR,6/7/2020,798.5,810
Israel,ISR,6/14/2020,777.3,785
Israel,ISR,6/21/2020,788.1,792
Israel,ISR,6/28/2020,783.1,779
Israel,ISR,7/5/2020,794.5,780
Israel,ISR,7/12/2020,782.9,838
Israel,ISR,7/19/2020,781.5,836
Israel,ISR,7/26/2020,814.3,817
Israel,ISR,8/2/2020,789.9,938
Israel,ISR,8/9/2020,808.1,858
Israel,ISR,8/16/2020,790.9,944
Israel,ISR,8/23/2020,799.9,913
Israel,ISR,8/30/2020,802.5,899
Israel,ISR,9/6/2020,793.1,897
Israel,ISR,9/13/2020,786.5,963
Israel,ISR,9/20/2020,796.5,1004
Israel,ISR,9/27/2020,804.9,1026
Israel,ISR,10/4/2020,810.3,1011
Israel,ISR,10/11/2020,822.3,1114
Israel,ISR,10/18/2020,846.3,1080
Israel,ISR,10/25/2020,842.7,1047
Israel,ISR,11/1/2020,855.7,932
Israel,ISR,11/8/2020,858.5,905
Israel,ISR,11/15/2020,876.7,814
Israel,ISR,11/22/2020,861.7,930
Israel,ISR,11/29/2020,922.9,930
Israel,ISR,12/6/2020,890.5,927
Israel,ISR,12/13/2020,964.3,966
Israel,ISR,12/20/2020,957.9,1007
Israel,ISR,12/27/2020,998.5,1016
Israel,ISR,1/3/2021,998.5,1137
Israel,ISR,1/10/2021,1043.8,1212
Israel,ISR,1/17/2021,1086.6,1264
Israel,ISR,1/24/2021,1065.8,1278
Israel,ISR,1/31/2021,1081.6,1298
Israel,ISR,2/7/2021,1088.4,1253
Israel,ISR,2/14/2021,1084.4,1182
